Severity	Code	Description	Project	File	Line	Suppression State	Details
Error	C2679	binary '==': no operator found which takes a right-hand operand of type 'LiquidMaterial' (or there is no acceptable conversion)	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemBucket.cpp	68		
Error	C2027	use of undefined type 'CropTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.cpp	298		
Error	C2027	use of undefined type 'DirtTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemHoe.cpp	38		
Error	C2027	use of undefined type 'FarmTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemHoe.cpp	42		
Error	C2027	use of undefined type 'FarmTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemSeeds.cpp	25		
Error	C2027	use of undefined type 'FireTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemFlintAndSteel.cpp	44		
Error	C2027	use of undefined type 'FluidFlowingTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemBucket.cpp	101		
Error	C2027	use of undefined type 'FluidStationaryTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.cpp	361		
Error	C2027	use of undefined type 'FluidStationaryTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.cpp	363		
Error	C2027	use of undefined type 'GrassTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemHoe.cpp	38		
Error	C2027	use of undefined type 'GrassTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemHoe.cpp	63		
Error	C2027	use of undefined type 'RailTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemMinecart.cpp	24		
Error	C2027	use of undefined type 'RecordPlayerTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemRecord.cpp	22		
Error	C2027	use of undefined type 'RedStoneDustTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemRedstone.cpp	38		
Error	C2027	use of undefined type 'RedStoneDustTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemRedstone.cpp	41		
Error	C2027	use of undefined type 'ReedTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\Items.cpp	394		
Error	C2027	use of undefined type 'SignTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemSign.cpp	44		
Error	C2027	use of undefined type 'SignTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemSign.cpp	52		
Error	C2027	use of undefined type 'SignTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemSign.cpp	57		
Error	C2027	use of undefined type 'SnowTile'	Alpha126Cpp	D:\stupid shit\a126cpp\a126cpp\src\world\item\ItemReed.cpp	20		
